title,alias_short,act,scene
"Henry VI, Pt. 2",HUME.,Act 1,Scene 4
"Henry VI, Pt. 2",HUME.,Act 2,Scene 3
"Henry VI, Pt. 2",IDEN.,Act 4,Scene 10
"Henry VI, Pt. 2",IDEN.,Act 5,Scene 1
"Henry VI, Pt. 2",King's Attendants,Act 3,Scene 2
"Henry VI, Pt. 2",King's Attendants,Act 5,Scene 1
"Henry VI, Pt. 2",KING.,Act 1,Scene 1
"Henry VI, Pt. 2",KING.,Act 1,Scene 3
"Henry VI, Pt. 2",KING.,Act 2,Scene 1
"Henry VI, Pt. 2",KING.,Act 2,Scene 3
"Henry VI, Pt. 2",KING.,Act 3,Scene 1
"Henry VI, Pt. 2",KING.,Act 3,Scene 2
"Henry VI, Pt. 2",KING.,Act 3,Scene 3
"Henry VI, Pt. 2",KING.,Act 4,Scene 4
"Henry VI, Pt. 2",KING.,Act 4,Scene 9
"Henry VI, Pt. 2",KING.,Act 5,Scene 1
"Henry VI, Pt. 2",KING.,Act 5,Scene 2
"Henry VI, Pt. 2",LIEU.,Act 4,Scene 1
"Henry VI, Pt. 2",London Citizens,Act 4,Scene 5
"Henry VI, Pt. 2",M. JORD.,Act 1,Scene 4
"Henry VI, Pt. 2",M. JORD.,Act 2,Scene 3
"Henry VI, Pt. 2",MAST.,Act 4,Scene 1
"Henry VI, Pt. 2",MATE.,Act 4,Scene 1
"Henry VI, Pt. 2",MAY.,Act 2,Scene 1
"Henry VI, Pt. 2",MICH.,Act 4,Scene 2
"Henry VI, Pt. 2",Officers,Act 2,Scene 4
"Henry VI, Pt. 2",ONE. CIT.,Act 2,Scene 1
"Henry VI, Pt. 2",PETER.,Act 1,Scene 3
"Henry VI, Pt. 2",PETER.,Act 2,Scene 3
"Henry VI, Pt. 2",POST.,Act 3,Scene 1
"Henry VI, Pt. 2",QUEEN.,Act 1,Scene 1
"Henry VI, Pt. 2",QUEEN.,Act 1,Scene 3
"Henry VI, Pt. 2",QUEEN.,Act 2,Scene 1
"Henry VI, Pt. 2",QUEEN.,Act 2,Scene 3
"Henry VI, Pt. 2",QUEEN.,Act 3,Scene 1
"Henry VI, Pt. 2",QUEEN.,Act 3,Scene 2
"Henry VI, Pt. 2",QUEEN.,Act 4,Scene 4
"Henry VI, Pt. 2",QUEEN.,Act 4,Scene 9
"Henry VI, Pt. 2",QUEEN.,Act 5,Scene 1
"Henry VI, Pt. 2",QUEEN.,Act 5,Scene 2
"Henry VI, Pt. 2",REB. POLE.,Act 4,Scene 7
"Henry VI, Pt. 2",REBEL MESS.,Act 4,Scene 7
"Henry VI, Pt. 2",REBEL SOLD.,Act 4,Scene 6
"Henry VI, Pt. 2",RICH.,Act 5,Scene 1
"Henry VI, Pt. 2",RICH.,Act 5,Scene 2
"Henry VI, Pt. 2",RICH.,Act 5,Scene 3
"Henry VI, Pt. 2",SAL.,Act 1,Scene 1
"Henry VI, Pt. 2",SAL.,Act 1,Scene 3
"Henry VI, Pt. 2",SAL.,Act 2,Scene 2
"Henry VI, Pt. 2",SAL.,Act 2,Scene 3
"Henry VI, Pt. 2",SAL.,Act 3,Scene 1
"Henry VI, Pt. 2",SAL.,Act 3,Scene 2
"Henry VI, Pt. 2",SAL.,Act 3,Scene 3
"Henry VI, Pt. 2",SAL.,Act 5,Scene 1
"Henry VI, Pt. 2",SAL.,Act 5,Scene 3
"Henry VI, Pt. 2",SAW.,Act 4,Scene 2
"Henry VI, Pt. 2",SAY.,Act 4,Scene 4
"Henry VI, Pt. 2",SAY.,Act 4,Scene 7
"Henry VI, Pt. 2",SCALES.,Act 4,Scene 5
"Henry VI, Pt. 2",Servants,Act 4,Scene 10
"Henry VI, Pt. 2",SHER. LOND.,Act 2,Scene 4
"Henry VI, Pt. 2",SIMP.,Act 2,Scene 1
"Henry VI, Pt. 2",SIMP. WIFE.,Act 2,Scene 1
"Henry VI, Pt. 2",SMITH.,Act 4,Scene 2
"Henry VI, Pt. 2",SMITH.,Act 4,Scene 6
"Henry VI, Pt. 2",Soldiers,Act 4,Scene 6
"Henry VI, Pt. 2",Soldiers,Act 5,Scene 1
"Henry VI, Pt. 2",Soldiers,Act 5,Scene 3
"Henry VI, Pt. 2",SOM.,Act 1,Scene 1
"Henry VI, Pt. 2",SOM.,Act 1,Scene 3
"Henry VI, Pt. 2",SOM.,Act 3,Scene 1
"Henry VI, Pt. 2",SOM.,Act 3,Scene 2
"Henry VI, Pt. 2",SOM.,Act 4,Scene 9
"Henry VI, Pt. 2",SOM.,Act 5,Scene 1
"Henry VI, Pt. 2",SOM.,Act 5,Scene 2
"Henry VI, Pt. 2",SOUTH.,Act 1,Scene 4
"Henry VI, Pt. 2",SOUTH.,Act 2,Scene 3
"Henry VI, Pt. 2",SPIR.,Act 1,Scene 4
"Henry VI, Pt. 2",STAF.,Act 1,Scene 4
"Henry VI, Pt. 2",STAF.,Act 4,Scene 2
"Henry VI, Pt. 2",Stafford's Soldiers,Act 4,Scene 2
"Henry VI, Pt. 2",STAN.,Act 2,Scene 4
"Henry VI, Pt. 2",SUF.,Act 1,Scene 1
"Henry VI, Pt. 2",SUF.,Act 1,Scene 3
"Henry VI, Pt. 2",SUF.,Act 2,Scene 1
"Henry VI, Pt. 2",SUF.,Act 2,Scene 3
"Henry VI, Pt. 2",SUF.,Act 3,Scene 1
"Henry VI, Pt. 2",SUF.,Act 3,Scene 2
"Henry VI, Pt. 2",SUF.,Act 4,Scene 1
"Henry VI, Pt. 2",Two Heralds,Act 3,Scene 1
"Henry VI, Pt. 2",VAUX.,Act 3,Scene 2
"Henry VI, Pt. 2",WAR.,Act 1,Scene 1
"Henry VI, Pt. 2",WAR.,Act 1,Scene 3
"Henry VI, Pt. 2",WAR.,Act 2,Scene 2
"Henry VI, Pt. 2",WAR.,Act 3,Scene 1
"Henry VI, Pt. 2",WAR.,Act 3,Scene 2
"Henry VI, Pt. 2",WAR.,Act 3,Scene 3
"Henry VI, Pt. 2",WAR.,Act 5,Scene 1
"Henry VI, Pt. 2",WAR.,Act 5,Scene 2
"Henry VI, Pt. 2",WAR.,Act 5,Scene 3
"Henry VI, Pt. 2",WHIT.,Act 4,Scene 1
"Henry VI, Pt. 2",Y. CLIF.,Act 5,Scene 1
"Henry VI, Pt. 2",Y. CLIF.,Act 5,Scene 2
"Henry VI, Pt. 2",YORK.,Act 1,Scene 1
"Henry VI, Pt. 2",YORK.,Act 1,Scene 3
"Henry VI, Pt. 2",YORK.,Act 1,Scene 4
"Henry VI, Pt. 2",YORK.,Act 2,Scene 2
"Henry VI, Pt. 2",YORK.,Act 2,Scene 3
"Henry VI, Pt. 2",YORK.,Act 3,Scene 1
"Henry VI, Pt. 2",YORK.,Act 5,Scene 1
"Henry VI, Pt. 2",YORK.,Act 5,Scene 2
"Henry VI, Pt. 2",YORK.,Act 5,Scene 3
"Henry VI, Pt. 3",1. KEEP.,Act 3,Scene 1
"Henry VI, Pt. 3",1. LAN. MESS.,Act 2,Scene 2
"Henry VI, Pt. 3",1. WATCH.,Act 4,Scene 3
"Henry VI, Pt. 3",1. YORK. MESS.,Act 1,Scene 2
"Henry VI, Pt. 3",2. KEEP.,Act 3,Scene 1
"Henry VI, Pt. 3",2. LAN. MESS.,Act 5,Scene 4
"Henry VI, Pt. 3",2. WATCH.,Act 4,Scene 3
"Henry VI, Pt. 3",2. YORK. MESS.,Act 2,Scene 1
"Henry VI, Pt. 3",3. WATCH.,Act 4,Scene 3
"Henry VI, Pt. 3",Attendants,Act 5,Scene 7
"Henry VI, Pt. 3",BESS.,Act 5,Scene 7
"Henry VI, Pt. 3",BONA.,Act 3,Scene 3
"Henry VI, Pt. 3",BOURB.,Act 3,Scene 3
"Henry VI, Pt. 3",CLAR.,Act 3,Scene 2
"Henry VI, Pt. 3",CLAR.,Act 4,Scene 1
"Henry VI, Pt. 3",CLAR.,Act 4,Scene 2
"Henry VI, Pt. 3",CLAR.,Act 4,Scene 3
"Henry VI, Pt. 3",CLAR.,Act 4,Scene 6
"Henry VI, Pt. 3",CLAR.,Act 4,Scene 8
"Henry VI, Pt. 3",CLAR.,Act 5,Scene 1
"Henry VI, Pt. 3",CLAR.,Act 5,Scene 3
"Henry VI, Pt. 3",CLAR.,Act 5,Scene 4
"Henry VI, Pt. 3",CLAR.,Act 5,Scene 5
"Henry VI, Pt. 3",CLAR.,Act 5,Scene 7
"Henry VI, Pt. 3",CLIF.,Act 1,Scene 1
"Henry VI, Pt. 3",CLIF.,Act 1,Scene 3
"Henry VI, Pt. 3",CLIF.,Act 1,Scene 4
"Henry VI, Pt. 3",CLIF.,Act 2,Scene 2
"Henry VI, Pt. 3",CLIF.,Act 2,Scene 4
"Henry VI, Pt. 3",CLIF.,Act 2,Scene 6
"Henry VI, Pt. 3",D. SOM.,Act 4,Scene 1
"Henry VI, Pt. 3",D. SOM.,Act 4,Scene 2
"Henry VI, Pt. 3",D. SOM.,Act 4,Scene 3
"Henry VI, Pt. 3",D. SOM.,Act 4,Scene 6
"Henry VI, Pt. 3",D. SOM.,Act 5,Scene 1
"Henry VI, Pt. 3",D. SOM.,Act 5,Scene 2
"Henry VI, Pt. 3",D. SOM.,Act 5,Scene 4
"Henry VI, Pt. 3",D. SOM.,Act 5,Scene 5
"Henry VI, Pt. 3",EDW.,Act 1,Scene 1
"Henry VI, Pt. 3",EDW.,Act 1,Scene 2
"Henry VI, Pt. 3",EDW.,Act 2,Scene 1
"Henry VI, Pt. 3",EDW.,Act 2,Scene 2
"Henry VI, Pt. 3",EDW.,Act 2,Scene 3
"Henry VI, Pt. 3",EDW.,Act 2,Scene 6
"Henry VI, Pt. 3",EDWARD (NED),Act 5,Scene 7
"Henry VI, Pt. 3",EXE.,Act 1,Scene 1
"Henry VI, Pt. 3",EXE.,Act 2,Scene 5
"Henry VI, Pt. 3",EXE.,Act 4,Scene 8
"Henry VI, Pt. 3",FATH.,Act 2,Scene 5
"Henry VI, Pt. 3",French Soldiers,Act 4,Scene 2
"Henry VI, Pt. 3",French Soldiers,Act 4,Scene 3
"Henry VI, Pt. 3",GEO.,Act 2,Scene 2
"Henry VI, Pt. 3",GEO.,Act 2,Scene 3
"Henry VI, Pt. 3",GEO.,Act 2,Scene 6
"Henry VI, Pt. 3",GLOU.,Act 3,Scene 2
"Henry VI, Pt. 3",GLOU.,Act 4,Scene 1
"Henry VI, Pt. 3",GLOU.,Act 4,Scene 3
"Henry VI, Pt. 3",GLOU.,Act 4,Scene 5
"Henry VI, Pt. 3",GLOU.,Act 4,Scene 7
"Henry VI, Pt. 3",GLOU.,Act 4,Scene 8
"Henry VI, Pt. 3",GLOU.,Act 5,Scene 1
"Henry VI, Pt. 3",GLOU.,Act 5,Scene 3
"Henry VI, Pt. 3",GLOU.,Act 5,Scene 4
"Henry VI, Pt. 3",GLOU.,Act 5,Scene 5
"Henry VI, Pt. 3",GLOU.,Act 5,Scene 6
"Henry VI, Pt. 3",GLOU.,Act 5,Scene 7
"Henry VI, Pt. 3",HAST.,Act 4,Scene 1
"Henry VI, Pt. 3",HAST.,Act 4,Scene 3
"Henry VI, Pt. 3",HAST.,Act 4,Scene 5
"Henry VI, Pt. 3",HAST.,Act 4,Scene 7
"Henry VI, Pt. 3",HAST.,Act 5,Scene 7
"Henry VI, Pt. 3",HEN. RICH.,Act 4,Scene 6
"Henry VI, Pt. 3",Hollanders,Act 4,Scene 7
"Henry VI, Pt. 3",HUNT.,Act 4,Scene 5
"Henry VI, Pt. 3",K. EDW.,Act 3,Scene 2
"Henry VI, Pt. 3",K. EDW.,Act 4,Scene 1
"Henry VI, Pt. 3",K. EDW.,Act 4,Scene 3
"Henry VI, Pt. 3",K. EDW.,Act 4,Scene 5
"Henry VI, Pt. 3",K. EDW.,Act 4,Scene 7
"Henry VI, Pt. 3",K. EDW.,Act 4,Scene 8
"Henry VI, Pt. 3",K. EDW.,Act 5,Scene 1
"Henry VI, Pt. 3",K. EDW.,Act 5,Scene 2
"Henry VI, Pt. 3",K. EDW.,Act 5,Scene 3
"Henry VI, Pt. 3",K. EDW.,Act 5,Scene 4
"Henry VI, Pt. 3",K. EDW.,Act 5,Scene 5
"Henry VI, Pt. 3",K. EDW.,Act 5,Scene 7
"Henry VI, Pt. 3",K. HEN.,Act 1,Scene 1
"Henry VI, Pt. 3",K. HEN.,Act 2,Scene 2
"Henry VI, Pt. 3",K. HEN.,Act 2,Scene 5
"Henry VI, Pt. 3",K. HEN.,Act 3,Scene 1
"Henry VI, Pt. 3",K. HEN.,Act 4,Scene 6
"Henry VI, Pt. 3",K. HEN.,Act 4,Scene 8
"Henry VI, Pt. 3",K. HEN.,Act 5,Scene 6
"Henry VI, Pt. 3",K. LEW.,Act 3,Scene 3
"Henry VI, Pt. 3",L. GREY.,Act 3,Scene 2
"Henry VI, Pt. 3",LIEU.,Act 4,Scene 6
"Henry VI, Pt. 3",LIEU.,Act 5,Scene 6
"Henry VI, Pt. 3",MAY. COV.,Act 5,Scene 1
"Henry VI, Pt. 3",MONT.,Act 1,Scene 1
"Henry VI, Pt. 3",MONT.,Act 1,Scene 2
"Henry VI, Pt. 3",MONT.,Act 2,Scene 1
"Henry VI, Pt. 3",MONT.,Act 2,Scene 2
"Henry VI, Pt. 3",MONT.,Act 2,Scene 6
"Henry VI, Pt. 3",MONT.,Act 4,Scene 1
"Henry VI, Pt. 3",MONT.,Act 4,Scene 6
"Henry VI, Pt. 3",MONT.,Act 4,Scene 8
"Henry VI, Pt. 3",MONT.,Act 5,Scene 1
"Henry VI, Pt. 3",MONT. MESS.,Act 5,Scene 1
"Henry VI, Pt. 3",NOB.,Act 3,Scene 2
"Henry VI, Pt. 3",NOR. MESS.,Act 2,Scene 1
"Henry VI, Pt. 3",NORF.,Act 1,Scene 1
"Henry VI, Pt. 3",NORF.,Act 2,Scene 2
"Henry VI, Pt. 3",NORTH.,Act 1,Scene 1
"Henry VI, Pt. 3",NORTH.,Act 1,Scene 4
"Henry VI, Pt. 3",NORTH.,Act 2,Scene 2
"Henry VI, Pt. 3",OXF.,Act 3,Scene 3
"Henry VI, Pt. 3",OXF.,Act 4,Scene 2
"Henry VI, Pt. 3",OXF.,Act 4,Scene 3
"Henry VI, Pt. 3",OXF.,Act 4,Scene 6
"Henry VI, Pt. 3",OXF.,Act 4,Scene 8
"Henry VI, Pt. 3",OXF.,Act 5,Scene 1
"Henry VI, Pt. 3",OXF.,Act 5,Scene 2
"Henry VI, Pt. 3",OXF.,Act 5,Scene 4
"Henry VI, Pt. 3",OXF.,Act 5,Scene 5
"Henry VI, Pt. 3",OXF. MESS.,Act 5,Scene 1
"Henry VI, Pt. 3",PEMB.,Act 4,Scene 1
"Henry VI, Pt. 3",POST.,Act 3,Scene 3
"Henry VI, Pt. 3",POST.,Act 4,Scene 1
"Henry VI, Pt. 3",PRINCE.,Act 1,Scene 1
"Henry VI, Pt. 3",PRINCE.,Act 1,Scene 4
"Henry VI, Pt. 3",PRINCE.,Act 2,Scene 2
"Henry VI, Pt. 3",PRINCE.,Act 2,Scene 5
"Henry VI, Pt. 3",PRINCE.,Act 3,Scene 3
"Henry VI, Pt. 3",PRINCE.,Act 5,Scene 4
"Henry VI, Pt. 3",PRINCE.,Act 5,Scene 5
"Henry VI, Pt. 3",Q. ELIZ.,Act 4,Scene 1
"Henry VI, Pt. 3",Q. ELIZ.,Act 4,Scene 4
"Henry VI, Pt. 3",Q. ELIZ.,Act 5,Scene 7
"Henry VI, Pt. 3",Q. MAR.,Act 1,Scene 1
"Henry VI, Pt. 3",Q. MAR.,Act 1,Scene 4
"Henry VI, Pt. 3",Q. MAR.,Act 2,Scene 2
"Henry VI, Pt. 3",Q. MAR.,Act 2,Scene 5
"Henry VI, Pt. 3",Q. MAR.,Act 3,Scene 3
"Henry VI, Pt. 3",Q. MAR.,Act 5,Scene 4
"Henry VI, Pt. 3",Q. MAR.,Act 5,Scene 5
"Henry VI, Pt. 3",RICH.,Act 1,Scene 1
"Henry VI, Pt. 3",RICH.,Act 1,Scene 2
"Henry VI, Pt. 3",RICH.,Act 2,Scene 1
"Henry VI, Pt. 3",RICH.,Act 2,Scene 2
"Henry VI, Pt. 3",RICH.,Act 2,Scene 3
"Henry VI, Pt. 3",RICH.,Act 2,Scene 4
"Henry VI, Pt. 3",RICH.,Act 2,Scene 6
"Henry VI, Pt. 3",RIV.,Act 4,Scene 4
"Henry VI, Pt. 3",RUT.,Act 1,Scene 3
"Henry VI, Pt. 3",SIR JOHN.,Act 1,Scene 2
"Henry VI, Pt. 3",SIR. HUGH.,Act 1,Scene 2
"Henry VI, Pt. 3",Soldiers,Act 1,Scene 1
"Henry VI, Pt. 3",Soldiers,Act 1,Scene 3
"Henry VI, Pt. 3",Soldiers,Act 1,Scene 4
"Henry VI, Pt. 3",Soldiers,Act 2,Scene 2
"Henry VI, Pt. 3",Soldiers,Act 2,Scene 6
"Henry VI, Pt. 3",Soldiers,Act 4,Scene 7
"Henry VI, Pt. 3",Soldiers,Act 4,Scene 8
"Henry VI, Pt. 3",Soldiers,Act 5,Scene 1
"Henry VI, Pt. 3",Soldiers,Act 5,Scene 4
"Henry VI, Pt. 3",Soldiers,Act 5,Scene 5
"Henry VI, Pt. 3",SOM.,Act 5,Scene 1
"Henry VI, Pt. 3",SON.,Act 2,Scene 5
"Henry VI, Pt. 3",STAFF.,Act 4,Scene 1
"Henry VI, Pt. 3",TUT.,Act 1,Scene 3
"Henry VI, Pt. 3",WAR.,Act 1,Scene 1
"Henry VI, Pt. 3",WAR.,Act 2,Scene 1
"Henry VI, Pt. 3",WAR.,Act 2,Scene 2
"Henry VI, Pt. 3",WAR.,Act 2,Scene 3
"Henry VI, Pt. 3",WAR.,Act 2,Scene 4
"Henry VI, Pt. 3",WAR.,Act 2,Scene 6
"Henry VI, Pt. 3",WAR.,Act 3,Scene 3
"Henry VI, Pt. 3",WAR.,Act 4,Scene 2
"Henry VI, Pt. 3",WAR.,Act 4,Scene 3
"Henry VI, Pt. 3",WAR.,Act 4,Scene 6
"Henry VI, Pt. 3",WAR.,Act 4,Scene 8
"Henry VI, Pt. 3",WAR.,Act 5,Scene 1
"Henry VI, Pt. 3",WAR.,Act 5,Scene 2
"Henry VI, Pt. 3",WAR. MESS.,Act 4,Scene 6
"Henry VI, Pt. 3",WEST.,Act 1,Scene 1
"Henry VI, Pt. 3",WILL.,Act 4,Scene 5
"Henry VI, Pt. 3",YORK.,Act 1,Scene 1
"Henry VI, Pt. 3",YORK.,Act 1,Scene 2
"Henry VI, Pt. 3",YORK.,Act 1,Scene 4
"Henry VI, Pt. 3",YORK. SOLD.,Act 4,Scene 7
Henry VIII,1. SCRIBE.,Act 2,Scene 4
Henry VIII,1. WOL. SECR.,Act 1,Scene 1
Henry VIII,1. WOL. SECR.,Act 1,Scene 2
Henry VIII,2. SCRIBE.,Act 2,Scene 4
Henry VIII,2. WOL. SECR.,Act 1,Scene 1
Henry VIII,ABER.,Act 1,Scene 1
Henry VIII,ALDERMEN,Act 5,Scene 4
Henry VIII,ANNE.,Act 1,Scene 4
Henry VIII,ANNE.,Act 2,Scene 3
Henry VIII,ARCH. CANT.,Act 2,Scene 4
Henry VIII,ARCH. CANT.,Act 5,Scene 2
Henry VIII,Attendants,Act 2,Scene 4
Henry VIII,BISH. ASAPH.,Act 2,Scene 4
Henry VIII,BISH. ELY.,Act 2,Scene 4
Henry VIII,BISH. ROCH.,Act 2,Scene 4
Henry VIII,BISH. STOK.,Act 4,Scene 1
Henry VIII,BISH. WIN.,Act 4,Scene 1
Henry VIII,BISH. WIN.,Act 5,Scene 1
Henry VIII,BOTH. 1. GENT. AND 2. GENT.,Act 2,Scene 1
Henry VIII,BOTH. 1. GENT. AND 2. GENT.,Act 4,Scene 1
Henry VIII,BRAN.,Act 1,Scene 1
Henry VIII,BUCK.,Act 1,Scene 1
Henry VIII,BUCK.,Act 2,Scene 1
Henry VIII,BUCK. SURV.,Act 1,Scene 2
Henry VIII,BUTTS.,Act 5,Scene 2
Henry VIII,CAM.,Act 2,Scene 2
Henry VIII,CAM.,Act 2,Scene 4
Henry VIII,CAM.,Act 3,Scene 1
Henry VIII,CAP.,Act 4,Scene 2
Henry VIII,CHAM.,Act 1,Scene 3
Henry VIII,CHAM.,Act 1,Scene 4
Henry VIII,CHAM.,Act 2,Scene 2
Henry VIII,CHAM.,Act 2,Scene 3
Henry VIII,CHAM.,Act 3,Scene 2
Henry VIII,CHAM.,Act 5,Scene 2
Henry VIII,CHAM.,Act 5,Scene 3
Henry VIII,CHAN.,Act 4,Scene 1
Henry VIII,CHAN.,Act 5,Scene 2
Henry VIII,CHOR.,Act 4,Scene 1
Henry VIII,COUN. GUARDS,Act 5,Scene 2
Henry VIII,COUNTESSES,Act 4,Scene 1
Henry VIII,CRAN.,Act 5,Scene 1
Henry VIII,CRAN.,Act 5,Scene 2
Henry VIII,CRAN.,Act 5,Scene 4
Henry VIII,CROM.,Act 3,Scene 2
Henry VIII,CROM.,Act 5,Scene 2
Henry VIII,DEN.,Act 5,Scene 1
Henry VIII,DOORKEEP.,Act 5,Scene 2
Henry VIII,DUCH. NORF.,Act 4,Scene 1
Henry VIII,DUCH. NORF.,Act 5,Scene 4
Henry VIII,EPILOGUE,0,Epilogue
Henry VIII,FOUR BARONS,Act 4,Scene 1
Henry VIII,FOUR NOBLE.,Act 5,Scene 4
Henry VIII,GARD.,Act 2,Scene 2
Henry VIII,GARD.,Act 5,Scene 1
Henry VIII,GARD.,Act 5,Scene 2
Henry VIII,GARD. PAGE.,Act 5,Scene 1
Henry VIII,GART.,Act 4,Scene 1
Henry VIII,GART.,Act 5,Scene 4
Henry VIII,GENT.,Act 2,Scene 4
Henry VIII,Gentleman Usher,Act 2,Scene 4
Henry VIII,Gentlemen,Act 1,Scene 4
Henry VIII,GENTLEW.,Act 3,Scene 1
Henry VIII,GRIF.,Act 3,Scene 1
Henry VIII,GRIF.,Act 4,Scene 2
Henry VIII,Guard,Act 5,Scene 4
Henry VIII,Guards,Act 1,Scene 1
Henry VIII,GUIL.,Act 1,Scene 4
Henry VIII,HALB.,Act 2,Scene 1
Henry VIII,KATH.,Act 4,Scene 2
Henry VIII,KING.,Act 1,Scene 2
Henry VIII,KING.,Act 1,Scene 4
Henry VIII,KING.,Act 2,Scene 2
Henry VIII,KING.,Act 2,Scene 4
Henry VIII,KING.,Act 3,Scene 2
Henry VIII,KING.,Act 5,Scene 1
Henry VIII,KING.,Act 5,Scene 2
Henry VIII,KING.,Act 5,Scene 4
Henry VIII,Ladies,Act 1,Scene 4
Henry VIII,Ladies,Act 4,Scene 1
Henry VIII,Ladies,Act 5,Scene 4
Henry VIII,LADY,Act 5,Scene 4
Henry VIII,LIN.,Act 2,Scene 4
Henry VIII,LOV.,Act 1,Scene 2
Henry VIII,LOV.,Act 1,Scene 3
Henry VIII,LOV.,Act 1,Scene 4
Henry VIII,LOV.,Act 2,Scene 1
Henry VIII,LOV.,Act 3,Scene 2
Henry VIII,LOV.,Act 5,Scene 1
Henry VIII,MARCH.,Act 5,Scene 4
Henry VIII,MARQ. DORS.,Act 4,Scene 1
Henry VIII,MASKERS.,Act 1,Scene 4
Henry VIII,MAY. LOND.,Act 4,Scene 1
Henry VIII,MAY. LOND.,Act 5,Scene 4
Henry VIII,MESS.,Act 4,Scene 2
Henry VIII,NOBLEMEN.,Act 2,Scene 4
Henry VIII,Nobles,Act 1,Scene 2
Henry VIII,NOR.,Act 1,Scene 1
Henry VIII,NOR.,Act 1,Scene 2
Henry VIII,NOR.,Act 2,Scene 2
Henry VIII,NOR.,Act 3,Scene 2
Henry VIII,NOR.,Act 4,Scene 1
Henry VIII,NOR.,Act 5,Scene 2
Henry VIII,NOR.,Act 5,Scene 4
Henry VIII,OLD L.,Act 2,Scene 3
Henry VIII,OLD L.,Act 5,Scene 1
Henry VIII,PAGES,Act 5,Scene 2
Henry VIII,PAT.,Act 4,Scene 2
Henry VIII,PORT.,Act 5,Scene 3
Henry VIII,PORT. MAN.,Act 5,Scene 3
Henry VIII,PRIESTS,Act 2,Scene 4
Henry VIII,PROLOGUE.,Act 1,Act 1 Prologue
Henry VIII,PURS.,Act 5,Scene 2
Henry VIII,Q. KATH.,Act 1,Scene 2
Henry VIII,Q. KATH.,Act 2,Scene 4
Henry VIII,Q. KATH.,Act 3,Scene 1
Henry VIII,Q. KATH.,Act 4,Scene 1
Henry VIII,SAN.,Act 1,Scene 3
Henry VIII,SAN.,Act 1,Scene 4
Henry VIII,SAN.,Act 2,Scene 1
Henry VIII,SERG.,Act 1,Scene 1
Henry VIII,SERG.,Act 2,Scene 4
Henry VIII,SERV.,Act 1,Scene 4
Henry VIII,SERV.,Act 5,Scene 3
Henry VIII,SUF.,Act 1,Scene 2
Henry VIII,SUF.,Act 2,Scene 2
Henry VIII,SUF.,Act 3,Scene 2
Henry VIII,SUF.,Act 4,Scene 1
Henry VIII,SUF.,Act 5,Scene 1
Henry VIII,SUF.,Act 5,Scene 2
Henry VIII,SUF.,Act 5,Scene 4
Henry VIII,SUR.,Act 3,Scene 2
Henry VIII,SUR.,Act 5,Scene 2
Henry VIII,TIPS.,Act 2,Scene 1
Henry VIII,TWO JUDG.,Act 4,Scene 1
Henry VIII,VAUX.,Act 2,Scene 1
Henry VIII,VERGERS,Act 2,Scene 4
Henry VIII,VIS. DANC.,Act 4,Scene 2
Henry VIII,WOL.,Act 1,Scene 1
Henry VIII,WOL.,Act 1,Scene 2
Henry VIII,WOL.,Act 1,Scene 4
Henry VIII,WOL.,Act 2,Scene 2
Henry VIII,WOL.,Act 2,Scene 4
Henry VIII,WOL.,Act 3,Scene 1
Henry VIII,WOL.,Act 3,Scene 2
Henry VIII,Women,Act 3,Scene 1
Julius Caesar,1. ANT. SOL.,Act 5,Scene 4
Julius Caesar,2. ANT. SOL.,Act 5,Scene 4
Julius Caesar,ALL PLEBEIANS.,Act 3,Scene 2
Julius Caesar,ALL PLEBEIANS.,Act 3,Scene 3
Julius Caesar,ANT.,Act 1,Scene 2
Julius Caesar,ANT.,Act 3,Scene 1
Julius Caesar,ANT.,Act 3,Scene 2
Julius Caesar,ANT.,Act 4,Scene 1
Julius Caesar,ANT.,Act 5,Scene 1
Julius Caesar,ANT.,Act 5,Scene 4
Julius Caesar,ANT.,Act 5,Scene 5
Julius Caesar,ART.,Act 2,Scene 3
Julius Caesar,ART.,Act 3,Scene 1
Julius Caesar,BRU.,Act 1,Scene 2
Julius Caesar,BRU.,Act 2,Scene 1
Julius Caesar,BRU.,Act 2,Scene 2
Julius Caesar,BRU.,Act 3,Scene 1
Julius Caesar,BRU.,Act 3,Scene 2
Julius Caesar,BRU.,Act 4,Scene 2
Julius Caesar,BRU.,Act 4,Scene 3
Julius Caesar,BRU.,Act 5,Scene 1
Julius Caesar,BRU.,Act 5,Scene 2
Julius Caesar,BRU.,Act 5,Scene 3
Julius Caesar,BRU.,Act 5,Scene 4
Julius Caesar,BRU.,Act 5,Scene 5
Julius Caesar,CAES.,Act 1,Scene 2
Julius Caesar,CAES.,Act 2,Scene 2
Julius Caesar,CAES.,Act 3,Scene 1
Julius Caesar,CAES.,Act 3,Scene 2
Julius Caesar,CAL.,Act 1,Scene 2
Julius Caesar,CAL.,Act 2,Scene 2
Julius Caesar,CAS.,Act 1,Scene 2
Julius Caesar,CAS.,Act 1,Scene 3
Julius Caesar,CAS.,Act 2,Scene 1
Julius Caesar,CAS.,Act 3,Scene 1
Julius Caesar,CAS.,Act 3,Scene 2
Julius Caesar,CAS.,Act 4,Scene 2
Julius Caesar,CAS.,Act 4,Scene 3
Julius Caesar,CAS.,Act 5,Scene 1
Julius Caesar,CAS.,Act 5,Scene 3
Julius Caesar,CASCA.,Act 1,Scene 2
Julius Caesar,CASCA.,Act 1,Scene 3
